coap.version,coap.type,coap.token_len,coap.mid,coap.opt.name,coap.opt.length,coap.opt.length_ext,coap.code,coap.payload_length,coap.opt.desc,coap.opt.delta,coap.opt.proxy_uri,attack
1,0,2,52796,2,2,11,1,-1,1,1,11,0
1,2,2,52796,-1,-1,-1,69,16,-1,-1,-1,0
1,0,2,13188,2,2,11,1,-1,1,1,8,0
1,2,2,13188,-1,-1,-1,69,13,-1,-1,-1,0
1,0,2,30918,2,2,11,2,261,1,1,6,1
1,2,2,30918,1,1,8,65,-1,2,2,6,0
1,0,2,20833,2,2,11,3,16,1,1,11,0
1,2,2,20833,-1,-1,-1,68,-1,-1,-1,-1,0
1,0,2,24701,2,2,11,3,13,1,1,8,0
1,2,2,24701,-1,-1,-1,68,-1,-1,-1,-1,0
1,0,2,711,2,2,11,1,-1,1,1,6,0
1,2,2,711,-1,-1,-1,69,261,-1,-1,-1,0
1,0,2,55308,2,2,11,1,-1,1,1,11,0
1,2,2,55308,-1,-1,-1,69,16,-1,-1,-1,0
1,0,2,28818,2,2,11,1,-1,1,1,8,0
1,2,2,28818,-1,-1,-1,69,13,-1,-1,-1,0
1,0,2,62290,2,2,11,3,12,1,1,6,0
1,2,2,62290,-1,-1,-1,68,-1,-1,-1,-1,0
1,0,2,7153,2,2,11,1,-1,1,1,6,0
1,2,2,7153,-1,-1,-1,69,12,-1,-1,-1,0
1,0,2,65125,2,2,11,1,-1,1,1,11,0
1,2,2,65125,-1,-1,-1,69,16,-1,-1,-1,0
1,0,2,27221,2,2,11,1,-1,1,1,8,0
1,2,2,27221,-1,-1,-1,69,13,-1,-1,-1,0
1,0,2,38456,2,2,11,1,-1,1,1,6,0
1,2,2,38456,-1,-1,-1,69,12,-1,-1,-1,0
1,0,2,3937,2,2,11,1,-1,1,1,11,0
1,2,2,3937,-1,-1,-1,69,16,-1,-1,-1,0
1,0,2,29366,2,2,11,1,-1,1,1,8,0
1,2,2,29366,-1,-1,-1,69,13,-1,-1,-1,0
1,0,2,36927,2,2,11,3,16,1,1,11,0
1,2,2,36927,-1,-1,-1,68,-1,-1,-1,-1,0
1,0,2,1982,2,2,11,1,-1,1,1,6,0
1,2,2,1982,-1,-1,-1,69,12,-1,-1,-1,0
1,0,2,5104,2,2,11,1,-1,1,1,11,0
1,2,2,5104,-1,-1,-1,69,16,-1,-1,-1,0
1,0,2,7134,2,2,11,1,-1,1,1,8,0
1,2,2,7134,-1,-1,-1,69,13,-1,-1,-1,0
1,0,2,46049,2,2,11,1,-1,1,1,6,0
1,2,2,46049,-1,-1,-1,69,12,-1,-1,-1,0
1,0,2,56157,2,2,11,1,-1,1,1,11,0
1,2,2,56157,-1,-1,-1,69,16,-1,-1,-1,0
1,0,2,14738,2,2,11,1,-1,1,1,8,0
1,2,2,14738,-1,-1,-1,69,13,-1,-1,-1,0
1,0,2,42743,2,2,11,2,450,1,1,6,1
1,2,2,42743,1,1,8,65,-1,2,2,6,0
1,0,2,35351,2,2,11,3,13,1,1,8,0
1,2,2,35351,-1,-1,-1,68,-1,-1,-1,-1,0
1,0,2,50885,2,2,11,3,12,1,1,6,0
1,2,2,50885,-1,-1,-1,68,-1,-1,-1,-1,0
1,0,2,42567,2,2,11,3,16,1,1,11,0
1,2,2,42567,-1,-1,-1,68,-1,-1,-1,-1,0
1,0,2,14016,2,2,11,3,13,1,1,8,0
1,2,2,14016,-1,-1,-1,68,-1,-1,-1,-1,0
1,0,2,12838,2,2,11,3,12,1,1,6,0
1,2,2,12838,-1,-1,-1,68,-1,-1,-1,-1,0
1,0,2,18689,2,2,11,2,372,1,1,6,1
1,2,2,18689,1,1,8,65,-1,2,2,6,0
1,0,2,54315,2,2,11,3,16,1,1,11,0
1,2,2,54315,-1,-1,-1,68,-1,-1,-1,-1,0
1,0,2,49090,2,2,11,2,438,1,1,6,1
1,2,2,49090,1,1,8,65,-1,2,2,6,0
1,0,2,11948,2,2,11,3,13,1,1,8,0
1,2,2,11948,-1,-1,-1,68,-1,-1,-1,-1,0
1,0,2,17131,2,2,11,1,-1,1,1,6,0
1,2,2,17131,-1,-1,-1,69,438,-1,-1,-1,0
1,0,2,62788,2,2,11,1,-1,1,1,11,0
1,2,2,62788,-1,-1,-1,69,16,-1,-1,-1,0
1,0,2,57291,2,2,11,1,-1,1,1,8,0
1,2,2,57291,-1,-1,-1,69,13,-1,-1,-1,0
1,0,2,52739,2,2,11,1,-1,1,1,6,0
1,2,2,52739,-1,-1,-1,69,438,-1,-1,-1,0
1,0,2,16046,2,2,11,1,-1,1,1,11,0
1,2,2,16046,-1,-1,-1,69,16,-1,-1,-1,0
1,0,2,65029,2,2,11,1,-1,1,1,8,0
1,2,2,65029,-1,-1,-1,69,13,-1,-1,-1,0
1,0,2,15216,2,2,11,3,12,1,1,6,0
1,2,2,15216,-1,-1,-1,68,-1,-1,-1,-1,0
1,0,2,61245,2,2,11,3,16,1,1,11,0
1,2,2,61245,-1,-1,-1,68,-1,-1,-1,-1,0
1,0,2,20125,2,2,11,3,13,1,1,8,0
1,2,2,20125,-1,-1,-1,68,-1,-1,-1,-1,0
1,0,2,49098,2,2,11,3,12,1,1,6,0
1,2,2,49098,-1,-1,-1,68,-1,-1,-1,-1,0
1,0,2,13843,2,2,11,1,-1,1,1,6,0
1,2,2,13843,-1,-1,-1,69,12,-1,-1,-1,0
1,0,2,26137,2,2,11,1,-1,1,1,11,0
1,2,2,26137,-1,-1,-1,69,16,-1,-1,-1,0
1,0,2,5632,2,2,11,1,-1,1,1,8,0
1,2,2,5632,-1,-1,-1,69,13,-1,-1,-1,0
1,0,2,15527,2,2,11,1,-1,1,1,6,0
1,2,2,15527,-1,-1,-1,69,12,-1,-1,-1,0
1,0,2,19786,2,2,11,1,-1,1,1,11,0
1,2,2,19786,-1,-1,-1,69,16,-1,-1,-1,0
1,0,2,29342,2,2,11,1,-1,1,1,8,0
1,2,2,29342,-1,-1,-1,69,13,-1,-1,-1,0
1,0,2,19248,2,2,11,1,-1,1,1,6,0
1,2,2,19248,-1,-1,-1,69,12,-1,-1,-1,0
1,0,2,42365,2,2,11,1,-1,1,1,11,0
1,2,2,42365,-1,-1,-1,69,16,-1,-1,-1,0
1,0,2,9849,2,2,11,1,-1,1,1,8,0
1,2,2,9849,-1,-1,-1,69,13,-1,-1,-1,0
1,0,2,21614,2,2,11,3,16,1,1,11,0
1,2,2,21614,-1,-1,-1,68,-1,-1,-1,-1,0
1,0,2,58239,2,2,11,3,13,1,1,8,0
1,2,2,58239,-1,-1,-1,68,-1,-1,-1,-1,0
1,0,2,24551,2,2,11,1,-1,1,1,6,0
1,2,2,24551,-1,-1,-1,69,12,-1,-1,-1,0
1,0,2,45912,2,2,11,1,-1,1,1,11,0
1,2,2,45912,-1,-1,-1,69,16,-1,-1,-1,0
1,0,2,26780,2,2,11,1,-1,1,1,8,0
1,2,2,26780,-1,-1,-1,69,13,-1,-1,-1,0
1,0,2,39653,2,2,11,3,12,1,1,6,0
1,2,2,39653,-1,-1,-1,68,-1,-1,-1,-1,0
1,0,2,20352,2,2,11,2,328,1,1,6,1
1,2,2,20352,1,1,8,65,-1,2,2,6,0
1,0,2,6606,2,2,11,1,-1,1,1,6,0
1,2,2,6606,-1,-1,-1,69,328,-1,-1,-1,0
1,0,2,60288,2,2,11,1,-1,1,1,11,0
1,2,2,60288,-1,-1,-1,69,16,-1,-1,-1,0
1,0,2,46566,2,2,11,1,-1,1,1,8,0
1,2,2,46566,-1,-1,-1,69,13,-1,-1,-1,0
1,0,2,45718,2,2,11,3,16,1,1,11,0
1,2,2,45718,-1,-1,-1,68,-1,-1,-1,-1,0
1,0,2,30633,2,2,11,1,-1,1,1,6,0
1,2,2,30633,-1,-1,-1,69,328,-1,-1,-1,0
1,0,2,47329,2,2,11,1,-1,1,1,11,0
1,2,2,47329,-1,-1,-1,69,16,-1,-1,-1,0
1,0,2,24412,2,2,11,1,-1,1,1,8,0
1,2,2,24412,-1,-1,-1,69,13,-1,-1,-1,0
1,0,2,7774,2,2,11,3,13,1,1,8,0
1,2,2,7774,-1,-1,-1,68,-1,-1,-1,-1,0
1,0,2,15021,2,2,11,2,284,1,1,6,1
1,2,2,15021,1,1,8,65,-1,2,2,6,0
1,0,2,24982,2,2,11,3,12,1,1,6,0
1,2,2,24982,-1,-1,-1,68,-1,-1,-1,-1,0
1,0,2,63421,2,2,11,1,-1,1,1,6,0
1,2,2,63421,-1,-1,-1,69,12,-1,-1,-1,0
1,0,2,14848,2,2,11,1,-1,1,1,11,0
1,2,2,14848,-1,-1,-1,69,16,-1,-1,-1,0
1,0,2,29325,2,2,11,1,-1,1,1,8,0
1,2,2,29325,-1,-1,-1,69,13,-1,-1,-1,0
1,0,2,39016,2,2,11,1,-1,1,1,6,0
1,2,2,39016,-1,-1,-1,69,12,-1,-1,-1,0
1,0,2,7763,2,2,11,1,-1,1,1,11,0
1,2,2,7763,-1,-1,-1,69,16,-1,-1,-1,0
1,0,2,37031,2,2,11,1,-1,1,1,8,0
1,2,2,37031,-1,-1,-1,69,13,-1,-1,-1,0
1,0,2,17867,2,2,11,2,348,1,1,6,1
1,2,2,17867,1,1,8,65,-1,2,2,6,0
1,0,2,30124,2,2,11,3,16,1,1,11,0
1,2,2,30124,-1,-1,-1,68,-1,-1,-1,-1,0
1,0,2,11581,2,2,11,1,-1,1,1,6,0
1,2,2,11581,-1,-1,-1,69,348,-1,-1,-1,0
1,0,2,47378,2,2,11,1,-1,1,1,11,0
1,2,2,47378,-1,-1,-1,69,16,-1,-1,-1,0
1,0,2,60939,2,2,11,1,-1,1,1,8,0
1,2,2,60939,-1,-1,-1,69,13,-1,-1,-1,0
1,0,2,37103,2,2,11,3,13,1,1,8,0
1,2,2,37103,-1,-1,-1,68,-1,-1,-1,-1,0
1,0,2,22356,2,2,11,1,-1,1,1,6,0
1,2,2,22356,-1,-1,-1,69,348,-1,-1,-1,0
1,0,2,39267,2,2,11,1,-1,1,1,11,0
1,2,2,39267,-1,-1,-1,69,16,-1,-1,-1,0
1,0,2,13236,2,2,11,1,-1,1,1,8,0
1,2,2,13236,-1,-1,-1,69,13,-1,-1,-1,0
1,0,2,338,2,2,11,3,12,1,1,6,0
1,2,2,338,-1,-1,-1,68,-1,-1,-1,-1,0
1,0,2,41240,2,2,11,2,429,1,1,6,1
1,2,2,41240,1,1,8,65,-1,2,2,6,0
1,0,2,42019,2,2,11,3,16,1,1,11,0
1,2,2,42019,-1,-1,-1,68,-1,-1,-1,-1,0
1,0,2,15258,2,2,11,1,-1,1,1,6,0
1,2,2,15258,-1,-1,-1,69,429,-1,-1,-1,0
1,0,2,17148,2,2,11,1,-1,1,1,11,0
1,2,2,17148,-1,-1,-1,69,16,-1,-1,-1,0
1,0,2,1063,2,2,11,1,-1,1,1,8,0
1,2,2,1063,-1,-1,-1,69,13,-1,-1,-1,0
1,0,2,28753,2,2,11,3,13,1,1,8,0
1,2,2,28753,-1,-1,-1,68,-1,-1,-1,-1,0
1,0,2,39597,2,2,11,3,12,1,1,6,0
1,2,2,39597,-1,-1,-1,68,-1,-1,-1,-1,0
1,0,2,55177,2,2,11,3,16,1,1,11,0
1,2,2,55177,-1,-1,-1,68,-1,-1,-1,-1,0
1,0,2,17002,2,2,11,2,545,1,1,6,1
1,2,2,17002,1,1,8,65,-1,2,2,6,0
1,0,2,33863,2,2,11,2,521,1,1,6,1
1,2,2,33863,1,1,8,65,-1,2,2,6,0
1,0,2,1872,2,2,11,1,-1,1,1,6,0
1,2,2,1872,-1,-1,-1,69,521,-1,-1,-1,0
1,0,2,7124,2,2,11,1,-1,1,1,11,0
1,2,2,7124,-1,-1,-1,69,16,-1,-1,-1,0
1,0,2,4993,2,2,11,1,-1,1,1,8,0
1,2,2,4993,-1,-1,-1,69,13,-1,-1,-1,0
1,0,2,35987,2,2,11,3,13,1,1,8,0
1,2,2,35987,-1,-1,-1,68,-1,-1,-1,-1,0
1,0,2,1044,2,2,11,1,-1,1,1,6,0
1,2,2,1044,-1,-1,-1,69,521,-1,-1,-1,0
1,0,2,18888,2,2,11,1,-1,1,1,11,0
1,2,2,18888,-1,-1,-1,69,16,-1,-1,-1,0
1,0,2,1476,2,2,11,1,-1,1,1,8,0
1,2,2,1476,-1,-1,-1,69,13,-1,-1,-1,0
1,0,2,49398,2,2,11,3,12,1,1,6,0
1,2,2,49398,-1,-1,-1,68,-1,-1,-1,-1,0
1,0,2,26195,2,2,11,1,-1,1,1,6,0
1,2,2,26195,-1,-1,-1,69,12,-1,-1,-1,0
1,0,2,61244,2,2,11,1,-1,1,1,11,0
1,2,2,61244,-1,-1,-1,69,16,-1,-1,-1,0
1,0,2,27802,2,2,11,1,-1,1,1,8,0
1,2,2,27802,-1,-1,-1,69,13,-1,-1,-1,0
1,0,2,12720,2,2,11,3,16,1,1,11,0
1,2,2,12720,-1,-1,-1,68,-1,-1,-1,-1,0
1,0,2,27999,2,2,11,3,13,1,1,8,0
1,2,2,27999,-1,-1,-1,68,-1,-1,-1,-1,0
1,0,2,6024,2,2,11,2,395,1,1,6,1
1,2,2,6024,1,1,8,65,-1,2,2,6,0
1,0,2,47789,2,2,11,3,12,1,1,6,0
1,2,2,47789,-1,-1,-1,68,-1,-1,-1,-1,0
1,0,2,56067,2,2,11,3,16,1,1,11,0
1,2,2,56067,-1,-1,-1,68,-1,-1,-1,-1,0
1,0,2,31276,2,2,11,1,-1,1,1,6,0
1,2,2,31276,-1,-1,-1,69,12,-1,-1,-1,0
1,0,2,39027,2,2,11,1,-1,1,1,11,0
1,2,2,39027,-1,-1,-1,69,16,-1,-1,-1,0
1,0,2,25037,2,2,11,1,-1,1,1,8,0
1,2,2,25037,-1,-1,-1,69,13,-1,-1,-1,0
1,0,2,65464,2,2,11,3,13,1,1,8,0
1,2,2,65464,-1,-1,-1,68,-1,-1,-1,-1,0
1,0,2,4879,2,2,11,1,-1,1,1,6,0
1,2,2,4879,-1,-1,-1,69,12,-1,-1,-1,0
1,0,2,51639,2,2,11,1,-1,1,1,11,0
1,2,2,51639,-1,-1,-1,69,16,-1,-1,-1,0
1,0,2,64218,2,2,11,1,-1,1,1,8,0
1,2,2,64218,-1,-1,-1,69,13,-1,-1,-1,0
1,0,2,11054,2,2,11,1,-1,1,1,6,0
1,2,2,11054,-1,-1,-1,69,12,-1,-1,-1,0
1,0,2,8644,2,2,11,1,-1,1,1,11,0
1,2,2,8644,-1,-1,-1,69,16,-1,-1,-1,0
1,0,2,5733,2,2,11,1,-1,1,1,8,0
1,2,2,5733,-1,-1,-1,69,13,-1,-1,-1,0
1,0,2,52248,2,2,11,3,12,1,1,6,0
1,2,2,52248,-1,-1,-1,68,-1,-1,-1,-1,0
1,0,2,11609,2,2,11,2,516,1,1,6,1
1,2,2,11609,1,1,8,65,-1,2,2,6,0
1,0,2,11755,2,2,11,1,-1,1,1,6,0
1,2,2,11755,-1,-1,-1,69,516,-1,-1,-1,0
1,0,2,8651,2,2,11,1,-1,1,1,11,0
1,2,2,8651,-1,-1,-1,69,16,-1,-1,-1,0
1,0,2,51089,2,2,11,1,-1,1,1,8,0
1,2,2,51089,-1,-1,-1,69,13,-1,-1,-1,0
1,0,2,7984,2,2,11,3,16,1,1,11,0
1,2,2,7984,-1,-1,-1,68,-1,-1,-1,-1,0
1,0,2,29746,2,2,11,1,-1,1,1,6,0
1,2,2,29746,-1,-1,-1,69,516,-1,-1,-1,0
1,0,2,4890,2,2,11,1,-1,1,1,11,0
1,2,2,4890,-1,-1,-1,69,16,-1,-1,-1,0
1,0,2,29825,2,2,11,1,-1,1,1,8,0
1,2,2,29825,-1,-1,-1,69,13,-1,-1,-1,0
1,0,2,19169,2,2,11,3,13,1,1,8,0
1,2,2,19169,-1,-1,-1,68,-1,-1,-1,-1,0
1,0,2,62556,2,2,11,2,459,1,1,6,1
1,2,2,62556,1,1,8,65,-1,2,2,6,0
1,0,2,14872,2,2,11,1,-1,1,1,6,0
1,2,2,14872,-1,-1,-1,69,459,-1,-1,-1,0
1,0,2,51135,2,2,11,1,-1,1,1,11,0
1,2,2,51135,-1,-1,-1,69,16,-1,-1,-1,0
1,0,2,36255,2,2,11,1,-1,1,1,8,0
1,2,2,36255,-1,-1,-1,69,13,-1,-1,-1,0
1,0,2,53445,2,2,11,3,12,1,1,6,0
1,2,2,53445,-1,-1,-1,68,-1,-1,-1,-1,0
1,0,2,6610,2,2,11,3,16,1,1,11,0
1,2,2,6610,-1,-1,-1,68,-1,-1,-1,-1,0
1,0,2,52876,2,2,11,1,-1,1,1,6,0
1,2,2,52876,-1,-1,-1,69,12,-1,-1,-1,0
1,0,2,53569,2,2,11,1,-1,1,1,11,0
1,2,2,53569,-1,-1,-1,69,16,-1,-1,-1,0
1,0,2,22505,2,2,11,1,-1,1,1,8,0
1,2,2,22505,-1,-1,-1,69,13,-1,-1,-1,0
1,0,2,28020,2,2,11,3,13,1,1,8,0
1,2,2,28020,-1,-1,-1,68,-1,-1,-1,-1,0
1,0,2,27979,2,2,11,3,12,1,1,6,0
1,2,2,27979,-1,-1,-1,68,-1,-1,-1,-1,0
1,0,2,64244,2,2,11,3,16,1,1,11,0
1,2,2,64244,-1,-1,-1,68,-1,-1,-1,-1,0
1,0,2,18255,2,2,11,2,331,1,1,6,1
1,2,2,18255,1,1,8,65,-1,2,2,6,0
1,0,2,60918,2,2,11,3,13,1,1,8,0
1,2,2,60918,-1,-1,-1,68,-1,-1,-1,-1,0
1,0,2,8426,2,2,11,1,-1,1,1,6,0
1,2,2,8426,-1,-1,-1,69,331,-1,-1,-1,0
1,0,2,34953,2,2,11,1,-1,1,1,11,0
1,2,2,34953,-1,-1,-1,69,16,-1,-1,-1,0
1,0,2,35810,2,2,11,1,-1,1,1,8,0
1,2,2,35810,-1,-1,-1,69,13,-1,-1,-1,0
1,0,2,15362,2,2,11,3,12,1,1,6,0
1,2,2,15362,-1,-1,-1,68,-1,-1,-1,-1,0
1,0,2,26172,2,2,11,3,16,1,1,11,0
1,2,2,26172,-1,-1,-1,68,-1,-1,-1,-1,0
1,0,2,17804,2,2,11,1,-1,1,1,6,0
1,2,2,17804,-1,-1,-1,69,12,-1,-1,-1,0
1,0,2,5544,2,2,11,1,-1,1,1,11,0
1,2,2,5544,-1,-1,-1,69,16,-1,-1,-1,0
1,0,2,29641,2,2,11,1,-1,1,1,8,0
1,2,2,29641,-1,-1,-1,69,13,-1,-1,-1,0
1,0,2,26494,2,2,11,1,-1,1,1,6,0
1,2,2,26494,-1,-1,-1,69,12,-1,-1,-1,0
1,0,2,58825,2,2,11,1,-1,1,1,11,0
1,2,2,58825,-1,-1,-1,69,16,-1,-1,-1,0
1,0,2,56971,2,2,11,1,-1,1,1,8,0
1,2,2,56971,-1,-1,-1,69,13,-1,-1,-1,0
1,0,2,64374,2,2,11,3,13,1,1,8,0
1,2,2,64374,-1,-1,-1,68,-1,-1,-1,-1,0
1,0,2,62779,2,2,11,2,529,1,1,6,1
1,2,2,62779,1,1,8,65,-1,2,2,6,0
1,0,2,26204,2,2,11,1,-1,1,1,6,0
1,2,2,26204,-1,-1,-1,69,529,-1,-1,-1,0
1,0,2,56112,2,2,11,1,-1,1,1,11,0
1,2,2,56112,-1,-1,-1,69,16,-1,-1,-1,0
1,0,2,4676,2,2,11,3,12,1,1,6,0
1,2,2,4676,-1,-1,-1,68,-1,-1,-1,-1,0
1,0,2,40700,2,2,11,1,-1,1,1,8,0
1,2,2,40700,-1,-1,-1,69,13,-1,-1,-1,0
1,0,2,4199,2,2,11,1,-1,1,1,6,0
1,2,2,4199,-1,-1,-1,69,12,-1,-1,-1,0
1,0,2,1134,2,2,11,1,-1,1,1,11,0
1,2,2,1134,-1,-1,-1,69,16,-1,-1,-1,0
1,0,2,7258,2,2,11,1,-1,1,1,8,0
1,2,2,7258,-1,-1,-1,69,13,-1,-1,-1,0
1,0,2,45234,2,2,11,3,16,1,1,11,0
1,2,2,45234,-1,-1,-1,68,-1,-1,-1,-1,0
1,0,2,24312,2,2,11,3,13,1,1,8,0
1,2,2,24312,-1,-1,-1,68,-1,-1,-1,-1,0
1,0,2,47951,2,2,11,3,12,1,1,6,0
1,2,2,47951,-1,-1,-1,68,-1,-1,-1,-1,0
1,0,2,32130,2,2,11,3,16,1,1,11,0
1,2,2,32130,-1,-1,-1,68,-1,-1,-1,-1,0
1,0,2,32788,2,2,11,3,13,1,1,8,0
1,2,2,32788,-1,-1,-1,68,-1,-1,-1,-1,0
1,0,2,16007,2,2,11,1,-1,1,1,6,0
1,2,2,16007,-1,-1,-1,69,12,-1,-1,-1,0
1,0,2,23251,2,2,11,1,-1,1,1,11,0
1,2,2,23251,-1,-1,-1,69,16,-1,-1,-1,0
1,0,2,61401,2,2,11,1,-1,1,1,8,0
1,2,2,61401,-1,-1,-1,69,13,-1,-1,-1,0
1,0,2,51738,2,2,11,3,12,1,1,6,0
1,2,2,51738,-1,-1,-1,68,-1,-1,-1,-1,0
1,0,2,54871,2,2,11,3,16,1,1,11,0
1,2,2,54871,-1,-1,-1,68,-1,-1,-1,-1,0
1,0,2,60290,2,2,11,1,-1,1,1,6,0
1,2,2,60290,-1,-1,-1,69,12,-1,-1,-1,0
1,0,2,64069,2,2,11,1,-1,1,1,11,0
1,2,2,64069,-1,-1,-1,69,16,-1,-1,-1,0
1,0,2,48777,2,2,11,1,-1,1,1,8,0
1,2,2,48777,-1,-1,-1,69,13,-1,-1,-1,0
1,0,2,26453,2,2,11,3,13,1,1,8,0
1,2,2,26453,-1,-1,-1,68,-1,-1,-1,-1,0
1,0,2,6212,2,2,11,2,409,1,1,6,1
1,2,2,6212,1,1,8,65,-1,2,2,6,0
1,0,2,12222,2,2,11,3,12,1,1,6,0
1,2,2,12222,-1,-1,-1,68,-1,-1,-1,-1,0
1,0,2,31807,2,2,11,1,-1,1,1,6,0
1,2,2,31807,-1,-1,-1,69,12,-1,-1,-1,0
1,0,2,30899,2,2,11,1,-1,1,1,11,0
1,2,2,30899,-1,-1,-1,69,16,-1,-1,-1,0
1,0,2,8177,2,2,11,1,-1,1,1,8,0
1,2,2,8177,-1,-1,-1,69,13,-1,-1,-1,0
1,0,2,1538,2,2,11,3,16,1,1,11,0
1,2,2,1538,-1,-1,-1,68,-1,-1,-1,-1,0
1,0,2,57235,2,2,11,1,-1,1,1,6,0
1,2,2,57235,-1,-1,-1,69,12,-1,-1,-1,0
1,0,2,7998,2,2,11,1,-1,1,1,11,0
1,2,2,7998,-1,-1,-1,69,16,-1,-1,-1,0
1,0,2,25459,2,2,11,1,-1,1,1,8,0
1,2,2,25459,-1,-1,-1,69,13,-1,-1,-1,0
1,0,2,58600,2,2,11,3,13,1,1,8,0
1,2,2,58600,-1,-1,-1,68,-1,-1,-1,-1,0
1,0,2,1563,2,2,11,2,469,1,1,6,1
1,2,2,1563,1,1,8,65,-1,2,2,6,0
1,0,2,45526,2,2,11,3,12,1,1,6,0
1,2,2,45526,-1,-1,-1,68,-1,-1,-1,-1,0
1,0,2,39061,2,2,11,1,-1,1,1,6,0
1,2,2,39061,-1,-1,-1,69,12,-1,-1,-1,0
1,0,2,17282,2,2,11,1,-1,1,1,11,0
1,2,2,17282,-1,-1,-1,69,16,-1,-1,-1,0
1,0,2,47302,2,2,11,1,-1,1,1,8,0
1,2,2,47302,-1,-1,-1,69,13,-1,-1,-1,0
1,0,2,21379,2,2,11,3,16,1,1,11,0
1,2,2,21379,-1,-1,-1,68,-1,-1,-1,-1,0
1,0,2,29930,2,2,11,2,434,1,1,6,1
1,2,2,29930,1,1,8,65,-1,2,2,6,0
1,0,2,53563,2,2,11,3,13,1,1,8,0
1,2,2,53563,-1,-1,-1,68,-1,-1,-1,-1,0
1,0,2,35351,2,2,11,3,12,1,1,6,0
1,2,2,35351,-1,-1,-1,68,-1,-1,-1,-1,0
1,0,2,53270,2,2,11,1,-1,1,1,6,0
1,0,2,27421,2,2,11,3,16,1,1,11,0
1,2,2,53270,-1,-1,-1,69,12,-1,-1,-1,0
1,2,2,27421,-1,-1,-1,68,-1,-1,-1,-1,0
1,0,2,17528,2,2,11,1,-1,1,1,11,0
1,2,2,17528,-1,-1,-1,69,16,-1,-1,-1,0
1,0,2,45299,2,2,11,1,-1,1,1,8,0
1,2,2,45299,-1,-1,-1,69,13,-1,-1,-1,0
1,0,2,28796,2,2,11,2,286,1,1,6,1
1,2,2,28796,1,1,8,65,-1,2,2,6,0
1,0,2,53612,2,2,11,3,13,1,1,8,0
1,2,2,53612,-1,-1,-1,68,-1,-1,-1,-1,0
1,0,2,36579,2,2,11,1,-1,1,1,6,0
1,2,2,36579,-1,-1,-1,69,286,-1,-1,-1,0
1,0,2,64116,2,2,11,2,365,1,1,6,1
1,2,2,64116,1,1,8,65,-1,2,2,6,0
1,0,2,2390,2,2,11,1,-1,1,1,11,0
1,2,2,2390,-1,-1,-1,69,16,-1,-1,-1,0
1,0,2,47869,2,2,11,1,-1,1,1,8,0
1,2,2,47869,-1,-1,-1,69,13,-1,-1,-1,0
1,0,2,21287,2,2,11,3,12,1,1,6,0
1,2,2,21287,-1,-1,-1,68,-1,-1,-1,-1,0
1,0,2,58073,2,2,11,3,16,1,1,11,0
1,2,2,58073,-1,-1,-1,68,-1,-1,-1,-1,0
1,0,2,14389,2,2,11,1,-1,1,1,6,0
1,2,2,14389,-1,-1,-1,69,12,-1,-1,-1,0
1,0,2,57662,2,2,11,1,-1,1,1,11,0
1,2,2,57662,-1,-1,-1,69,16,-1,-1,-1,0
1,0,2,45429,2,2,11,1,-1,1,1,8,0
1,2,2,45429,-1,-1,-1,69,13,-1,-1,-1,0
1,0,2,13194,2,2,11,3,13,1,1,8,0
1,2,2,13194,-1,-1,-1,68,-1,-1,-1,-1,0
1,0,2,46744,2,2,11,1,-1,1,1,6,0
1,2,2,46744,-1,-1,-1,69,12,-1,-1,-1,0
1,0,2,28787,2,2,11,1,-1,1,1,11,0
1,2,2,28787,-1,-1,-1,69,16,-1,-1,-1,0
1,0,2,30884,2,2,11,1,-1,1,1,8,0
1,2,2,30884,-1,-1,-1,69,13,-1,-1,-1,0
1,0,2,20396,2,2,11,2,476,1,1,6,1
1,2,2,20396,1,1,8,65,-1,2,2,6,0
1,0,2,53001,2,2,11,2,401,1,1,6,1
1,2,2,53001,1,1,8,65,-1,2,2,6,0
1,0,2,43109,2,2,11,3,12,1,1,6,0
1,2,2,43109,-1,-1,-1,68,-1,-1,-1,-1,0
1,0,2,15430,2,2,11,1,-1,1,1,6,0
1,2,2,15430,-1,-1,-1,69,12,-1,-1,-1,0
1,0,2,14886,2,2,11,1,-1,1,1,11,0
1,2,2,14886,-1,-1,-1,69,16,-1,-1,-1,0
1,0,2,23722,2,2,11,1,-1,1,1,8,0
1,2,2,23722,-1,-1,-1,69,13,-1,-1,-1,0
1,0,2,56009,2,2,11,3,16,1,1,11,0
1,2,2,56009,-1,-1,-1,68,-1,-1,-1,-1,0
1,0,2,45698,2,2,11,3,13,1,1,8,0
1,2,2,45698,-1,-1,-1,68,-1,-1,-1,-1,0
1,0,2,13739,2,2,11,3,12,1,1,6,0
1,2,2,13739,-1,-1,-1,68,-1,-1,-1,-1,0
1,0,2,43811,2,2,11,3,16,1,1,11,0
1,2,2,43811,-1,-1,-1,68,-1,-1,-1,-1,0
1,0,2,41800,2,2,11,3,13,1,1,8,0
1,2,2,41800,-1,-1,-1,68,-1,-1,-1,-1,0
1,0,2,7865,2,2,11,1,-1,1,1,6,0
1,2,2,7865,-1,-1,-1,69,12,-1,-1,-1,0
1,0,2,52502,2,2,11,1,-1,1,1,11,0
1,2,2,52502,-1,-1,-1,69,16,-1,-1,-1,0
1,0,2,29236,2,2,11,1,-1,1,1,8,0
1,2,2,29236,-1,-1,-1,69,13,-1,-1,-1,0
